h3,city,no_vehicle,buildings,lat,lon
892a30661a7ffff,Boston,0.0,1,42.34558416837171,-71.0350663993252
892a3064813ffff,Boston,0.0,1,42.27624977861137,-71.1102777470458
892a306488bffff,Boston,0.0,1,42.2811925325741,-71.10706262546113
892a3064c03ffff,Boston,0.0,11,42.29371327628228,-71.09544466551036
892a3064bb7ffff,Boston,0.0,27,42.25258922573066,-71.11236049151161
892a307495bffff,Boston,0.0,5,42.39397908307522,-70.99919706391657
892a307482fffff,Boston,0.0,3,42.3950320526152,-71.00076186918328
892a3074827ffff,Boston,0.0,4,42.39577103728668,-70.99861434177473
892a3065993ffff,Boston,0.0,221,42.28298862792036,-71.1632304452066
892a306598bffff,Boston,0.0,42,42.2810091411106,-71.16918533721632
892a3065983ffff,Boston,0.0,148,42.280680570563554,-71.16520154692641
892a3065957ffff,Boston,0.0,3,42.27842080023687,-71.18083828450168
892a3064b2fffff,Boston,0.0,1,42.24607278955622,-71.12955542110242
892a3064c4fffff,Boston,0.0,2,42.29461390830641,-71.10818277520977
892a3064c43ffff,Boston,0.0,11,42.29648673150859,-71.10781087343982
892a3064c2bffff,Boston,0.0,13,42.28637303121401,-71.09826061969194
892a3066973ffff,Boston,0.0,55,42.29079204034129,-71.0408234084177
892a306659bffff,Boston,0.0,1,42.37555704700016,-71.02631343281618
892a306658bffff,Boston,0.0,2,42.373637583380756,-71.03041410779304
892a30666b3ffff,Boston,0.0,1,42.386596,-71.065695
892a3066c07ffff,Boston,0.0,2,42.329652893973694,-71.03297493633244
892a3066b83ffff,Boston,0.0,9,42.29818739108066,-71.05753595692613
892a3064ba7ffff,Boston,0.0,67,42.25063333110609,-71.11460754517297
892a3066963ffff,Boston,0.0,1,42.2891999,-71.0420003
892a3064b7bffff,Boston,0.0,1,42.25303672043154,-71.14188918292778
892a306488fffff,Boston,0.0,32,42.2772040305512,-71.10624674534081
892a3064893ffff,Boston,0.0,2,42.28376947358608,-71.10258585114414
892a3065d2bffff,Boston,0.0,142,42.285457844095795,-71.16100416239289
892a3065d17ffff,Boston,0.0,31,42.29254479929202,-71.15401503230633
892a306497bffff,Boston,0.0,13,42.25271602756099,-71.11039125903469
892a306496fffff,Boston,0.0,25,42.24830678330987,-71.11041808608506
892a306496bffff,Boston,0.0,116,42.25089651382033,-71.11147209595846
892a306494fffff,Boston,0.0,1,42.255412,-71.109544
892a3065d67ffff,Boston,0.0,215,42.28561872381894,-71.16537752879735
892a3065d3bffff,Boston,0.0,6,42.28693826770851,-71.15939208692615
892a306690fffff,Boston,0.0,6,42.29102324487238,-71.03939317080824
892a306692bffff,Boston,0.0,1,42.2853718393793,-71.03975099143481
892a30293cbffff,Boston,0.0,3,42.3385243050353,-71.01116426938678
892a30668d3ffff,Boston,0.0,4,42.32401781931314,-71.04913722915339
892a3029353ffff,Boston,0.0,6,42.33708526434565,-71.01235557381624
892a30292cbffff,Boston,0.0,2,42.359254557156156,-71.02361290945598
892a3065d07ffff,Boston,0.0,20,42.29147237542115,-71.1547442313782
892a339a587ffff,Boston,0.0,1,42.24132593736474,-71.13281038312135
892a30659d7ffff,Boston,0.0,53,42.28317228147206,-71.17051755991487
892a339a453ffff,Boston,0.0,22,42.26220582988016,-71.16663951642396
892a33936d7ffff,Boston,0.0,5,42.28417425595621,-71.04848521252669
892a3393613ffff,Boston,0.0,1,42.2781,-71.049802
892a339a4d7ffff,Boston,0.0,30,42.263802388724066,-71.1584704885275
892a33916d7ffff,Boston,0.0,2,42.24686375591706,-71.11185664259337
892a3029227ffff,Boston,0.0,1,42.33886575374259,-71.01315432458853
892a339a4dbffff,Boston,0.0,139,42.266678503515834,-71.16390051232182
